created_at,lead_1,lead_2,lead_3
2026-08-04T04:57:53-04:00,12.099496841430664,0.101948581635952,-11.99754810333252
2026-08-04T04:57:53.004000-04:00,12.093768119812012,0.08943884074687958,-12.004329681396484
2026-08-04T04:57:53.008000-04:00,12.09248161315918,0.09364772588014603,-11.998833656311035
2026-08-04T04:57:53.012000-04:00,12.08663558959961,0.08160563558340073,-12.005029678344727
2026-08-04T04:57:53.016000-04:00,12.090376853942871,0.0859314352273941,-12.00444507598877
2026-08-04T04:57:53.020000-04:00,12.086986541748047,0.0915432795882225,-11.995443344116211
2026-08-04T04:57:53.024000-04:00,12.087571144104004,0.08745130896568298,-12.000120162963867
2026-08-04T04:57:53.028000-04:00,12.078569412231445,0.07283712178468704,-12.005732536315918
2026-08-04T04:57:53.032000-04:00,12.083011627197266,0.07657834887504578,-12.006433486938477
2026-08-04T04:57:53.036000-04:00,12.08172607421875,0.07330477237701416,-12.008420944213867
2026-08-04T04:57:53.040000-04:00,12.092364311218262,0.08102106302976608,-12.011343002319336
2026-08-04T04:57:53.044000-04:00,12.07763385772705,0.07891662418842316,-11.998717308044434
2026-08-04T04:57:53.048000-04:00,12.084531784057617,0.07646144181489944,-12.00806999206543
2026-08-04T04:57:53.052000-04:00,12.086050987243652,0.07692909240722656,-12.009121894836426
2026-08-04T04:57:53.056000-04:00,12.093417167663574,0.08031958341598511,-12.013097763061523
2026-08-04T04:57:53.060000-04:00,12.088623046875,0.08674982935190201,-12.001873016357422
2026-08-04T04:57:53.064000-04:00,12.086870193481445,0.07155106961727142,-12.015318870544434
2026-08-04T04:57:53.068000-04:00,12.0844144821167,0.06091194227337837,-12.023502349853516
2026-08-04T04:57:53.072000-04:00,12.082660675048828,0.06243181601166725,-12.020228385925293
2026-08-04T04:57:53.076000-04:00,12.090494155883789,0.05623539909720421,-12.034258842468262
2026-08-04T04:57:53.080000-04:00,12.098443984985352,0.07482464611530304,-12.023619651794434
2026-08-04T04:57:53.084000-04:00,12.07833480834961,0.07727983593940735,-12.001054763793945
2026-08-04T04:57:53.088000-04:00,12.083128929138184,0.07061576098203659,-12.012513160705566
2026-08-04T04:57:53.092000-04:00,12.082660675048828,0.06266564130783081,-12.019994735717773
2026-08-04T04:57:53.096000-04:00,12.078452110290527,0.06091194227337837,-12.017539978027344
2026-08-04T04:57:53.100000-04:00,12.086519241333008,0.06628996133804321,-12.02022933959961
2026-08-04T04:57:53.104000-04:00,12.08172607421875,0.059275150299072266,-12.022451400756836
2026-08-04T04:57:53.108000-04:00,12.073424339294434,0.06839440762996674,-12.005029678344727
2026-08-04T04:57:53.112000-04:00,12.070151329040527,0.06816057860851288,-12.00199031829834
2026-08-04T04:57:53.116000-04:00,12.080790519714355,0.06137959659099579,-12.019411087036133
2026-08-04T04:57:53.120000-04:00,12.094001770019531,0.07692909240722656,-12.017072677612305
2026-08-04T04:57:53.124000-04:00,12.106160163879395,0.10206549614667892,-12.004095077514648
2026-08-04T04:57:53.128000-04:00,12.097041130065918,0.13784103095531464,-11.959199905395508
2026-08-04T04:57:53.132000-04:00,12.086519241333008,0.13468436896800995,-11.951834678649902
2026-08-04T04:57:53.136000-04:00,12.095755577087402,0.1416991800069809,-11.954056739807129
2026-08-04T04:57:53.140000-04:00,12.100666046142578,0.1392439901828766,-11.961421966552734
2026-08-04T04:57:53.144000-04:00,12.10861587524414,0.1542089283466339,-11.95440673828125
2026-08-04T04:57:53.148000-04:00,12.10253620147705,0.20763839781284332,-11.8948974609375
2026-08-04T04:57:53.152000-04:00,12.074944496154785,0.2212003618478775,-11.853744506835938
2026-08-04T04:57:53.156000-04:00,12.082894325256348,0.23920504748821259,-11.84368896484375
2026-08-04T04:57:53.160000-04:00,12.083596229553223,0.2228371500968933,-11.860758781433105
2026-08-04T04:57:53.164000-04:00,12.082777976989746,0.2212003618478775,-11.861577987670898
2026-08-04T04:57:53.168000-04:00,12.076464653015137,0.21687456965446472,-11.859590530395508
2026-08-04T04:57:53.172000-04:00,12.103238105773926,0.22739678621292114,-11.87584114074707
2026-08-04T04:57:53.176000-04:00,12.123814582824707,0.21465320885181427,-11.909161567687988
2026-08-04T04:57:53.180000-04:00,12.120306968688965,0.19536247849464417,-11.924944877624512
2026-08-04T04:57:53.184000-04:00,12.099964141845703,0.1517537385225296,-11.948210716247559
2026-08-04T04:57:53.188000-04:00,12.094352722167969,0.14240066707134247,-11.95195198059082
2026-08-04T04:57:53.192000-04:00,12.096807479858398,0.1304754763841629,-11.96633243560791
2026-08-04T04:57:53.196000-04:00,12.088506698608398,0.12813721597194672,-11.960369110107422
2026-08-04T04:57:53.200000-04:00,12.097041130065918,0.09657055884599686,-12.000470161437988
2026-08-04T04:57:53.204000-04:00,12.074828147888184,0.07716292142868042,-11.997665405273438
2026-08-04T04:57:53.208000-04:00,12.058576583862305,0.05109120532870293,-12.007485389709473
2026-08-04T04:57:53.212000-04:00,12.043377876281738,0.028409983962774277,-12.014967918395996
2026-08-04T04:57:53.216000-04:00,12.057875633239746,0.033904917538166046,-12.023970603942871
2026-08-04T04:57:53.220000-04:00,12.065474510192871,0.032501958310604095,-12.03297233581543
